cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
ironheart,Ironheart,Ironheart,<b>On Reveal:</b> Give 3 other friendly cards +2 Power.,"[""On Reveal"", ""Increase Power""]",3,0,Champions,Recruit Season,684,[],#b5b9ff,#ff49a4,#ffbb4e,Recruit,"[{""Data"": ""Recruit"", ""StartDate"": -62135596800}]",,,0.5091868647380766,0.20435887412040654,0.03569935795972345,0.03796808020019808,0.04069427425643311,0.040305238323903377,0.04381810561609388,0.036777973473275584,5210.0,5022.0,17535.0,15444.0,78.0,0.5246268656716417,0.29134328358208955,https://static.marvelsnap.pro/cards/Ironheart.webp
ironlad,IronLad,Iron Lad,<b>On Reveal:</b> Copy the text of your deck's top card.,,4,6,,Pool 5 (Series 5),409,[],#ff0206,#9191af,#ff7c00,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1683601200}]",,,0.536685454365668,0.23677444872935824,0.07437937248614165,0.07084804451534372,0.07311044892503063,0.06971731006117292,0.10035624476110644,0.07270047805614464,10855.0,9371.0,31503.0,26714.0,27.0,0.5393697826577424,0.2841994434834925,https://static.marvelsnap.pro/cards/IronLad.webp
ironman,IronMan,Iron Man,<b>Ongoing:</b> Your total Power is doubled at this location.,"[""Ongoing"", ""Increase Power""]",5,0,Mechanical Marvels,Starter Card,1060,[],#ff2922,#ffa649,#ffa008,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5077474765362139,0.16194439525411722,0.07858655209982117,0.08406353718558393,0.08475362964613271,0.08576215629371359,0.07665549036043587,0.08119046763236404,11469.0,11119.0,36520.0,32862.0,22.0,0.5494550187083129,0.4167886774036115,https://static.marvelsnap.pro/cards/IronMan.webp
janefoster,JaneFoster,Jane Foster Mighty Thor,<b>On Reveal:</b> Draw all cards that Cost 0 from your deck.,"[""On Reveal"", ""Increase Power""]",5,8,,Pool 3 (Collection Level 486-?),220,[],#fffefe,#ff0007,#ffb045,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5188022284122563,0.22458217270194986,0.02041921050287445,0.02089680877605486,0.0212974824551632,0.02058323068250621,0.027032690695725062,0.02064627439703821,2980.0,2764.0,9177.0,7887.0,124.0,0.5774355937222386,0.5087355641101571,https://static.marvelsnap.pro/cards/JaneFoster.webp
jeangrey,JeanGrey,Jean Grey,<b>Ongoing:</b> Players must play their first card here each turn. <i>(if possible)</i>,"[""On Reveal"", ""Play At Location Restriction""]",3,3,,Pool 5 (Series 5),173,[],#ffcd17,#6b68ff,#ff46e2,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1689044400}]",,,0.4993466898954704,-0.10060975609756098,0.015711828752715137,0.017381245794555036,0.013854851286621363,0.016786020001252688,-0.009681475272422463,0.016505517414902412,2293.0,2299.0,5970.0,6432.0,142.0,0.4946826758147513,-0.03499142367066895,https://static.marvelsnap.pro/cards/JeanGrey.webp
jeffthebabylandshark,JeffTheBabyLandShark,Jeff the Baby Land Shark,You can move this once. Nothing can stop you from moving or playing this to any location.,,2,3,,Pool 5 (Series 5),1148,[],#74a6ff,#7490ff,#96ebff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1681786800}]",,,0.5370683359415753,0.21779864371413668,0.17636579165553204,0.1677339361452797,0.17261705840852548,0.16687370816543834,0.21873428331936293,0.17226196038963373,25739.0,22186.0,74380.0,63942.0,2.0,0.5317378855815461,0.19728809896818109,https://static.marvelsnap.pro/cards/JeffTheBabyLandShark.webp
jessicajones,JessicaJones,Jessica Jones,"<b>On Reveal:</b> If you don't play a card here next turn, +4 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,4,Defenders,Collection Level 1-14,425,[],#0008ff,#0a0a59,#ff50e8,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.4942897930049964,-0.0046395431834404,0.009490136424993663,0.010713016655452145,0.010752014407188742,0.012124976512098878,-0.0002724224643755239,0.010071528701340714,1385.0,1417.0,4633.0,4646.0,179.0,0.4942922374429224,-0.00684931506849315,https://static.marvelsnap.pro/cards/JessicaJones.webp
jubilee,Jubilee,Jubilee,<b>On Reveal:</b> Add the top card of your deck to this location.,"[""On Reveal"", ""Play Deck""]",4,1,Classic X-Men,Pool 2 (Collection Level 222-486),553,[],#ffd000,#ff4994,#3342ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4990294851649875,0.10999168130141418,0.03699440184732186,0.04097709969834201,0.0402138799153392,0.04211641647702361,0.0249371332774518,0.03888789044247151,5399.0,5420.0,17328.0,16138.0,76.0,0.5034233303190803,0.12814881798217284,https://static.marvelsnap.pro/cards/Jubilee.webp
juggernaut,Juggernaut,Juggernaut,"<b>On Reveal:</b> If your opponent played cards here this turn, move them randomly.","[""On Reveal"", ""Move""]",3,3,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),176,[],#ff2a00,#7d1919,#ff3d00,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932287954383464,0.08410548823948681,0.01422492651139844,0.016126227611912087,0.01544224128327949,0.016441530784809068,0.007418273260687344,0.015128859494626362,2076.0,2133.0,6654.0,6300.0,149.0,0.5036649214659686,0.16928446771378708,https://static.marvelsnap.pro/cards/Juggernaut.webp
kang,Kang,Kang,"<b>On Reveal:</b> Look at what your opponent did, then restart the turn. <i>(without Kang)</i>","[""On Reveal"", ""Restart Turn""]",5,0,,Pool 5 (Series 5),75,[],#d021ff,#13f116,#240cff,Series5,"[{""Data"": ""Series5"", ""StartDate"": -62135596800}]",,,0.4467455621301775,-0.09763313609467457,0.005173323466332285,0.00706892771548889,0.00532843191860681,0.006422636073240495,-0.0034576697401508803,0.006074548003306855,755.0,935.0,2296.0,2461.0,203.0,0.4033707865168539,-0.1662921348314607,https://static.marvelsnap.pro/cards/Kang.webp
kazar,KaZar,Ka-Zar,<b>Ongoing:</b> Your 1-Cost cards have +1 Power.,"[""Ongoing"", ""Increase Power""]",4,4,Savage Land,Collection Level 1-14,558,[],#ff958a,#ff9a2e,#ffaeb2,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5237712602115977,0.09428150528994242,0.02679850076400737,0.026884606370351328,0.027698098845196983,0.02931029083241122,0.014752724224643757,0.026839437834729158,3911.0,3556.0,11935.0,11231.0,102.0,0.5377532228360957,0.20386740331491712,https://static.marvelsnap.pro/cards/KaZar.webp
killmonger,Killmonger,Killmonger,<b>On Reveal:</b> Destroy ALL 1-Cost cards.,"[""On Reveal"", ""Destroy""]",3,3,Wakanda,Pool 2 (Collection Level 222-486),903,[],#ee4503,#4c0200,#ff8309,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5177600313556415,0.21390426730684434,0.07241282436052926,0.07441652995032849,0.07868487987820727,0.07708990124642462,0.09149203688181057,0.07336544337011609,10568.0,9843.0,33905.0,29539.0,25.0,0.5345451744589078,0.3226526996842024,https://static.marvelsnap.pro/cards/Killmonger.webp
kingpin,Kingpin,Kingpin,"When a card moves here on turn 6, destroy it.","[""On Reveal"", ""Destroy"", ""Move""]",3,4,,Pool 3 (Collection Level 486-?),39,[],#ffffff,#ff49bf,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4946043165467626,-0.07733812949640287,0.0018843231168759976,0.002124458489895592,0.002088671048234377,0.0024610100841388808,-0.000901089689857502,0.0019984903490169303,275.0,281.0,900.0,943.0,229.0,0.487603305785124,-0.0881542699724518,https://static.marvelsnap.pro/cards/Kingpin.webp
kittypryde,KittyPryde,Kitty Pryde,"When this returns to your hand, +1 Power. Returns at the start of each turn.","[""Return To Hand""]",1,0,,Pool 5 (Series 5),982,[],#ffd707,#4951ff,#ffcb09,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1679972400}]",,Sept 15th OTA,0.523949295229494,0.14792116891913687,0.11130525349284984,0.11158321299775456,0.1131154617355464,0.11523425266718168,0.09610226320201172,0.11143740340030912,16244.0,14759.0,48741.0,44155.0,14.0,0.5229976784677888,0.1498476494486361,https://static.marvelsnap.pro/cards/KittyPryde.webp
klaw,Klaw,Klaw,<b>Ongoing:</b> The location to the right has +6 Power.,"[""Ongoing"", ""Power On Location Position""]",5,4,Cyborgs,Pool 1 (Collection Level 18-214),388,[],#ff223c,#7e49ff,#ffc568,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.501061917987257,0.06730926319228885,0.0210153418162134,0.02308931042043109,0.0222861200846608,0.02398636657828257,0.008633696563285834,0.022001365874698968,3067.0,3054.0,9603.0,9191.0,119.0,0.5117211597779149,0.13880320789636028,https://static.marvelsnap.pro/cards/Klaw.webp
knull,Knull,Knull,<b>Ongoing:</b> Has the combined Power of all cards destroyed this game.,[],6,0,,Pool 4 (Series 4),338,[],#ff1614,#512221,#ff0e09,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.5004786979415988,0.12900909526089038,0.042983123316956855,0.04733535446703309,0.045992536482120976,0.04750036536735077,0.033885163453478626,0.045052298623342084,6273.0,6261.0,19818.0,18201.0,59.0,0.5611881188118812,0.519009900990099,https://static.marvelsnap.pro/cards/Knull.webp
korg,Korg,Korg,<b>On Reveal:</b> Shuffle a Rock into your opponent's deck.,"[""On Reveal"", ""Add Card to Deck"", ""Add Card""]",1,2,The Misfits,Pool 1 (Collection Level 18-214),411,"[""Rock""]",#ffab3f,#9b8873,#ffbc50,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5119902245303193,0.0936306705361234,0.022968185773703072,0.02415531984062781,0.0231239092495637,0.02440392926488089,0.012845766974015087,0.0235325833003846,3352.0,3195.0,9964.0,9351.0,113.0,0.5140895953757225,0.11488439306358382,https://static.marvelsnap.pro/cards/Korg.webp
kraven,Kraven,Kraven,"When a card moves here, this gains +2 Power.","[""Move"", ""Power On Move"", ""Increase Power""]",2,2,Sinister Six,Pool 1 (Collection Level 18-214),424,[],#ff5922,#86ff49,#ff9a24,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5375362191588374,0.1857055053121433,0.041948458623690385,0.03982036607217111,0.042409305261594435,0.04217122157963965,0.04432103939647947,0.04093670249092412,6122.0,5267.0,18274.0,16159.0,70.0,0.5382585751978892,0.21794195250659631,https://static.marvelsnap.pro/cards/Kraven.webp
ladydeathstrike,LadyDeathstrike,Lady Deathstrike,<b>On Reveal:</b> Destroy each card here with less Power than this.,"[""On Reveal"", ""Destroy""]",5,4,,Pool 5 (Series 5),26,[],#ff9a22,#ff4958,#ff3150,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1692068400}]",,August 31st OTA,0.44296875,-0.96796875,0.0038851316627952393,0.005390529904966394,0.004103078236975976,0.00784756874125728,-0.0259639564124057,0.004600841091261997,567.0,713.0,1768.0,3007.0,212.0,0.4423791821561338,-0.6858736059479554,https://static.marvelsnap.pro/cards/LadyDeathstrike.webp
ladysif,LadySif,Lady Sif,<b>On Reveal:</b> Discard the highest-cost card from your hand.,"[""On Reveal"", ""Discard""]",3,5,Asgardians,Pool 1 (Collection Level 18-214),485,[],#ff0002,#d09e9e,#ff494b,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.5225910557860766,0.1488012909174735,0.03106734913423918,0.03131497176209089,0.031712988749025284,0.032293254274798004,0.027053646269907798,0.03118507602171022,4534.0,4142.0,13665.0,12374.0,95.0,0.5493577335914129,0.29860988914305825,https://static.marvelsnap.pro/cards/LadySif.webp
leader,Leader,Leader,"<b>On Reveal:</b> Copy the enemy card(s) with the highest Power played this turn, but on your side.","[""On Reveal"", ""Duplicate Card""]",6,2,Irradiated,Pool 3 (Collection Level 486-?),159,[],#52ff77,#ff650d,#09ff42,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4994900560938297,0.06399796022437533,0.013423232676218472,0.014840968027277744,0.013885020979540306,0.014959183247385013,0.005259849119865884,0.01409726465619496,1959.0,1963.0,5983.0,5732.0,154.0,0.4470667565745111,-0.32434254888739045,https://static.marvelsnap.pro/cards/Leader.webp
leech,Leech,Leech,"At the start of turn 6, remove all abilities from cards in your opponent's hand.","[""On Reveal"", ""Disable Ability""]",5,3,X-Factor,Pool 2 (Collection Level 222-486),180,[],#b4ff5a,#ffcb49,#98ff09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4995319228608875,0.038569556262872125,0.018281360275727864,0.02020881688075059,0.019104377854517098,0.02094598826648851,0.004316848281642917,0.01919772833471119,2668.0,2673.0,8232.0,8026.0,131.0,0.5018684603886397,0.09155455904334828,https://static.marvelsnap.pro/cards/Leech.webp
legion,Legion,Legion,<b>On Reveal:</b> Replace each other location with this one.,"[""On Reveal"", ""Change Location""]",5,7,,Pool 4 (Series 4),246,[],#5050ff,#205f83,#1995ff,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1690254000}]",,August 31st OTA,0.4935191761363637,-0.0498046875,0.03809073529714063,0.043131799590229,0.036844157290854405,0.04289673674760423,-0.011756077116512992,0.04048740160310557,5559.0,5705.0,15876.0,16437.0,74.0,0.4886692381870781,-0.06967213114754098,https://static.marvelsnap.pro/cards/Legion.webp
livingtribunal,LivingTribunal,The Living Tribunal,<b>Ongoing:</b> Split your total Power evenly among all locations.,"[""Increase Power"", ""Decrease Power""]",6,9,,Pool 5 (Series 5),65,[],#ffe561,#6649ff,#5a0aff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1685415600}]",,July 20th OTA,0.4982892690513219,0.2827371695178849,0.010977038666310359,0.012194845353030566,0.013351249489435968,0.012641710336764306,0.01904861693210394,0.011556018834693215,1602.0,1613.0,5753.0,4844.0,172.0,0.6413525498891353,1.1934589800443458,https://static.marvelsnap.pro/cards/LivingTribunal.webp
lizard,Lizard,Lizard,<b>Ongoing:</b> -4 Power if your opponent has 4 cards here.,"[""Ongoing"", ""Power On Card Count""]",2,5,Spider-Villains,Pool 1 (Collection Level 18-214),622,[],#8aff8d,#7d16ff,#ffffff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5448314606741573,0.26780898876404496,0.06645151122713973,0.06125395973357325,0.06775880955033232,0.06375660270998182,0.09989522212908633,0.06398044642536213,9698.0,8102.0,29197.0,24430.0,36.0,0.5363387562718565,0.22046525771628406,https://static.marvelsnap.pro/cards/Lizard.webp
lockjaw,Lockjaw,Lockjaw,"After you play a card here, swap it with a card in your deck. <i>(once per turn)</i>","[""Return To Deck"", ""Play Deck""]",3,2,Inhumans,Pool 3 (Collection Level 486-?),257,[],#ff7857,#4995ff,#0c65ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5229440345510168,0.15026093215763905,0.019912156282333268,0.020042489169797912,0.020127826668151945,0.020455352109735474,0.017497904442581726,0.01997412026886165,2906.0,2651.0,8673.0,7838.0,128.0,0.5284178187403994,0.1869651086240948,https://static.marvelsnap.pro/cards/Lockjaw.webp
lukecage,LukeCage,Luke Cage,<b>Ongoing:</b> Your cards can't have their Power reduced.,"[""Ongoing""]",2,2,,Pool 3 (Collection Level 486-?),707,[],#ffbe22,#4c2d0b,#ffa008,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5190792084821682,0.13840222260021545,0.0627308295818173,0.0641268929227559,0.06307554491106902,0.06456041088168361,0.05115255658005029,0.06339455806764674,9155.0,8482.0,27179.0,24738.0,38.0,0.5202844311377246,0.16841317365269462,https://static.marvelsnap.pro/cards/LukeCage.webp
magik,Magik,Magik,<b>On Reveal:</b> Replace this location with 'Limbo'. Doesn't work after turn 5.,"[""On Reveal"", ""Change Location""]",3,2,Shadows &amp; Light,Pool 3 (Collection Level 486-?),713,[],#6a19ff,#28b9ff,#ff2609,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,18.17.3,0.4956636005256242,0.13272010512483573,0.0646151526986933,0.07254156302686192,0.07492295124577625,0.07766404994049733,0.05291282481139983,0.06838359512598396,9430.0,9595.0,32284.0,29759.0,31.0,0.4967349841598242,0.15355272515678542,https://static.marvelsnap.pro/cards/Magik.webp
magneto,Magneto,Magneto,<b>On Reveal:</b> Move all opposing 3 and 4-Cost cards to this location.,"[""On Reveal"", ""Move""]",6,12,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),289,[],#ff222d,#9a49ff,#ff339c,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5121770305352948,0.16775868463345284,0.028388184266244582,0.029833143064512468,0.030306616909880808,0.030539490991085036,0.02843671416596815,0.029075159052514288,4143.0,3946.0,13059.0,11702.0,97.0,0.577079107505071,0.5220588235294118,https://static.marvelsnap.pro/cards/Magneto.webp
mantis,Mantis,Mantis,"<b>On Reveal:</b> If your opponent played a card here this turn, draw a card from <i>their</i> deck.","[""On Reveal"", ""Card Draw""]",1,2,Guardians Vol. 2,Pool 1 (Collection Level 18-214),238,[],#8cff95,#49ffad,#09e1ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4823906083244397,-0.1736036997509783,0.009291425987214013,0.011000309974370412,0.009911904496676692,0.012419880159508944,-0.010226320201173512,0.01010387836526365,1356.0,1455.0,4271.0,4759.0,178.0,0.4669067987393066,-0.24718595227375054,https://static.marvelsnap.pro/cards/Mantis.webp
mariahill,MariaHill,Maria Hill,<b>On Reveal:</b> Add a random 1 or 2-Cost card to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",2,3,,Pool 3 (Collection Level 486-?),115,[],#0c11ab,#17129d,#50cdff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5027417027417027,-0.02914862914862915,0.011936330434901776,0.013026483907793963,0.01186597229958041,0.013607324049522937,-0.0021165129924559933,0.012454620610330326,1742.0,1723.0,5113.0,5214.0,168.0,0.4829842931937173,-0.15357766143106458,https://static.marvelsnap.pro/cards/MariaHill.webp
mastermold,MasterMold,Master Mold,<b>On Reveal:</b> Add 2 Sentinel to your opponent's hand.,,2,2,,Pool 4 (Series 4),58,"[""Sentinel""]",#ff224f,#9849ff,#ffa009,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1678762800}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.4811320754716981,-0.3005390835579515,0.002446194009908113,0.002910734941671896,0.002272009951357172,0.003136939683069921,-0.0046730930427493714,0.0026670500700909385,357.0,385.0,979.0,1202.0,223.0,0.4706896551724138,-0.3965517241379311,https://static.marvelsnap.pro/cards/MasterMold.webp
maximus,Maximus,Maximus,<b>On Reveal:</b> Your opponent draws 2 cards.,"[""On Reveal"", ""Card Draw""]",3,7,Inhumans,Pool 3 (Collection Level 486-?),116,[],#10655a,#b8ffc3,#fface2,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5499367888748421,0.10703750526759376,0.008941969700084281,0.008074454331702818,0.007851082395752107,0.008165960289788504,0.005322715842414082,0.008529528054347436,1305.0,1068.0,3383.0,3129.0,187.0,0.5343709468223087,0.1549935149156939,https://static.marvelsnap.pro/cards/Maximus.webp
mbaku,MBaku,M'Baku,"If this is in your deck at the end of the game, it jumps to a random location.","[""Move""]",1,2,,Pool 3 (Collection Level 486-?),58,[],#bffaff,#fff7ef,#68ffec,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4548192771084337,-0.22439759036144574,0.002069329386532914,0.0027368468802213674,0.0022302365303924843,0.002896841138275884,-0.0031223805532271578,0.0023866863160921605,302.0,362.0,961.0,1110.0,227.0,0.4555765595463138,-0.24763705103969755,https://static.marvelsnap.pro/cards/MBaku.webp
medusa,Medusa,Medusa,"<b>On Reveal:</b> If this is at the middle location, +3 Power.","[""On Reveal"", ""Power On Location Position"", ""Increase Power""]",2,2,Inhumans,Starter Card,554,[],#ff0015,#d564ff,#ff00c5,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5116435288849082,0.06023287057769816,0.0156570120802242,0.016489124435808845,0.016043314396049158,0.01733929056099547,0.0056370494551550715,0.01605262211998131,2285.0,2181.0,6913.0,6644.0,144.0,0.519790454016298,0.10681024447031433,https://static.marvelsnap.pro/cards/Medusa.webp
milesmorales,MilesMorales,Miles Morales,"If a card moved last turn, this costs 1.","[""On Reveal"", ""Play Hand""]",4,5,,Pool 3 (Collection Level 486-?),354,[],#bd060b,#ffffff,#ff0e09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4782466202376076,0.02335108562064728,0.039995614666200725,0.048144311970302944,0.038343358954364866,0.04237478338935632,0.005972338642078793,0.04386973868660365,5837.0,6368.0,16522.0,16237.0,64.0,0.5105058365758754,0.15680933852140078,https://static.marvelsnap.pro/cards/MilesMorales.webp
mirage,Mirage,Mirage,<b>On Reveal:</b> Copy the lowest-Cost card in your opponent's hand into your hand. Give it +2 Power.,[],2,2,,Pool 4 (Series 4),129,[],#ffcf55,#6261ff,#410aff,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1690858800}]",,,0.4927288280581694,-0.2429426860564585,0.01973400209673772,0.022416439226122523,0.01913222680182689,0.025220786270538864,-0.029756915339480307,0.0210093095143956,2880.0,2965.0,8244.0,9664.0,122.0,0.4816753926701571,-0.2603522132317944,https://static.marvelsnap.pro/cards/Mirage.webp
mistyknight,MistyKnight,Misty Knight,"<i>""We've got to save this city.""</i>",[],1,2,Mercenaries,Starter Card,699,[],#ff1616,#ffa400,#ff990d,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5673587158397453,0.3773215707084107,0.1172186020378098,0.09862477224444126,0.1172997660688426,0.10221673591247886,0.2384115674769489,0.1083785629560404,17107.0,13045.0,50544.0,39167.0,16.0,0.5676235684147076,0.3890144665461121,https://static.marvelsnap.pro/cards/MistyKnight.webp
mobiusmmobius,MobiusMMobius,Mobius M. Mobius,<b>Ongoing:</b> Your Costs can't be increased. Your opponent's Costs can't be reduced.,,2,3,,Pool 4 (Series 4),1208,[],#ff9352,#ffd5ba,#ff5600,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1695697200}]",,17.17.0,0.5365522821379277,0.1816191518728285,0.15449393933164773,0.14723782594561086,0.1490939809141881,0.14774411758565253,0.15993294216261525,0.1510441752632903,22547.0,19475.0,64244.0,56612.0,5.0,0.5399509950397419,0.22046255901511985,https://static.marvelsnap.pro/cards/MobiusMMobius.webp
modok,Modok,MODOK,<b>On Reveal:</b> Discard your hand.,"[""On Reveal"", ""Discard""]",5,8,,Pool 4 (Series 4),185,[],#ffff22,#b849ff,#ff0a37,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.5426002568859711,0.40131297274154415,0.026051623601318345,0.024230923345606302,0.02820634213360068,0.02438044136375973,0.058927074601844084,0.02518601056755688,3802.0,3205.0,12154.0,9342.0,109.0,0.618740262630759,0.8637881148453149,https://static.marvelsnap.pro/cards/Modok.webp
mojo,Mojo,Mojo,"<b>Ongoing:</b> If both players have 4 cards at this location, +6 Power.","[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",2,2,Cyborgs,Pool 3 (Collection Level 486-?),137,[],#ff7422,#d4bea7,#ffb63f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932324840764331,-0.019904458598726117,0.008489732152034041,0.00962432618376188,0.008224722438825145,0.009379501847714888,-0.0010477787091366306,0.009029150641601669,1239.0,1273.0,3544.0,3594.0,183.0,0.4860515021459227,-0.06974248927038626,https://static.marvelsnap.pro/cards/Mojo.webp
moongirl,MoonGirl,Moon Girl,<b>On Reveal:</b> Duplicate your hand.,"[""On Reveal"", ""Duplicate Card""]",4,4,Inhumans,Pool 1 (Collection Level 18-214),603,[],#2286ff,#ffa649,#ff2c5d,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5037544351844212,0.036884231372225434,0.04183197319464715,0.045467947894064366,0.04427286398574134,0.04861995532079253,0.009367141659681477,0.04356061967578448,6105.0,6014.0,19077.0,18630.0,65.0,0.5181674565560821,0.14751184834123224,https://static.marvelsnap.pro/cards/MoonGirl.webp
moonknight,MoonKnight,Moon Knight,<b>On Reveal:</b> Discard a card from each player's hand.,"[""On Reveal"", ""Discard""]",3,3,Shadows &amp; Light,Pool 3 (Collection Level 486-?),81,[],#ffffff,#ffffff,#72ceff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.49292560474669106,-0.008215426745778184,0.007400250786276645,0.008399549403110329,0.007389254019531395,0.00835647326554899,-0.0003772003352891869,0.00787534596168362,1080.0,1111.0,3184.0,3202.0,190.0,0.4786501377410468,-0.054407713498622584,https://static.marvelsnap.pro/cards/MoonKnight.webp
morbius,Morbius,Morbius,<b>Ongoing:</b> +2 Power for each time you discarded a card this game.,"[""Ongoing"", ""Power On Discard"", ""Discard""]",2,0,Vampires,Pool 2 (Collection Level 222-486),331,[],#00038b,#d4030d,#ff0912,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5177412674306227,0.10769018362556952,0.025695315230127243,0.026408304288986842,0.025219542534625525,0.026324717623233188,0.01634534786253144,0.026034290643758312,3750.0,3493.0,10867.0,10087.0,105.0,0.5334648906429863,0.2050649564216412,https://static.marvelsnap.pro/cards/Morbius.webp
morph,Morph,Morph,<b>On Reveal:</b> Become a copy of a random card in your opponent's hand.,"[""On Reveal"", ""Duplicate Card""]",3,0,Mutants,Pool 1 (Collection Level 18-214),243,[],#fffefe,#ff9549,#386fff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5047876258286276,-0.06604468450773386,0.014087884830171097,0.015249226954161596,0.013481211243548329,0.01586216255715389,-0.0056370494551550715,0.014640020128679775,2056.0,2017.0,5809.0,6078.0,153.0,0.4700948212983224,-0.17943107221006566,https://static.marvelsnap.pro/cards/Morph.webp
mrfantastic,MrFantastic,Mister Fantastic,<b>Ongoing:</b> Adjacent locations have +2 Power.,"[""Ongoing"", ""Power On Location Position"", ""Increase Power""]",3,2,Fantastic Four,Collection Level 1-14,628,"[""Mirage""]",#466eff,#060555,#ffffff,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5077611154959222,0.10155222309918442,0.026449044476877643,0.028290831562951257,0.02776307972225317,0.029205900160761637,0.016177703269069574,0.0273246827935732,3860.0,3742.0,11963.0,11191.0,101.0,0.5180060652009097,0.16963608794541318,https://static.marvelsnap.pro/cards/MrFantastic.webp
mrnegative,MrNegative,Mister Negative,<b>On Reveal:</b> Swap the Power and Cost of all cards in your deck.,"[""On Reveal"", ""Increase Power"", ""Decrease Power"", ""Increase Cost"", ""Decrease Cost""]",4,-1,,Pool 3 (Collection Level 486-?),183,[],#2e2828,#fffefe,#cdc4ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4640522875816994,0.07973856209150326,0.012162449208926895,0.015498718520590612,0.014527867513274666,0.015541161241831431,0.006391450125733445,0.013748607167247762,1775.0,2050.0,6260.0,5955.0,156.0,0.4957064793130367,0.2810304449648712,https://static.marvelsnap.pro/cards/MrNegative.webp
