,cardid,carddefid,name,description,abilities,cost,power,category,source,use_count,connected_cards,PrimaryColor,SecondaryColor,RingColor,CardSeriesDefId,SeriesStartDates,wasAddedIn,wasChangedIn,stats_winrate,stats_cuberate,share_win,share_loss,share_cube_won,share_cube_lost,share_cube_earned,share_total,stats_win,stats_loss,stats_cube_won,stats_cube_lost,stats_position,stats_winrate_played,stats_cuberate_played,art_base
93,ironlad,IronLad,Iron Lad,On Reveal: Copy the text of your deck's top card.,,4,6,,Pool 5 (Series 5),409,[],#ff0206,#9191af,#ff7c00,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1683601200}]",,,0.536685454365668,0.2367744487293582,0.0743793724861416,0.0708480445153437,0.0731104489250306,0.0697173100611729,0.1003562447611064,0.0727004780561446,10855.0,9371.0,31503.0,26714.0,27.0,0.5393697826577424,0.2841994434834925,https://static.marvelsnap.pro/cards/IronLad.webp
94,ironman,IronMan,Iron Man,Ongoing: Your total Power is doubled at this location.,"[""Ongoing"", ""Increase Power""]",5,0,Mechanical Marvels,Starter Card,1060,[],#ff2922,#ffa649,#ffa008,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5077474765362139,0.1619443952541172,0.0785865520998211,0.0840635371855839,0.0847536296461327,0.0857621562937135,0.0766554903604358,0.081190467632364,11469.0,11119.0,36520.0,32862.0,22.0,0.5494550187083129,0.4167886774036115,https://static.marvelsnap.pro/cards/IronMan.webp
95,janefoster,JaneFoster,Jane Foster Mighty Thor,On Reveal: Draw all cards that Cost 0 from your deck.,"[""On Reveal"", ""Increase Power""]",5,8,,Pool 3 (Collection Level 486-?),220,[],#fffefe,#ff0007,#ffb045,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5188022284122563,0.2245821727019498,0.0204192105028744,0.0208968087760548,0.0212974824551632,0.0205832306825062,0.027032690695725,0.0206462743970382,2980.0,2764.0,9177.0,7887.0,124.0,0.5774355937222386,0.5087355641101571,https://static.marvelsnap.pro/cards/JaneFoster.webp
96,jeangrey,JeanGrey,Jean Grey,Ongoing: Players must play their first card here each turn. (if possible),"[""On Reveal"", ""Play At Location Restriction""]",3,3,,Pool 5 (Series 5),173,[],#ffcd17,#6b68ff,#ff46e2,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1689044400}]",,,0.4993466898954704,-0.1006097560975609,0.0157118287527151,0.017381245794555,0.0138548512866213,0.0167860200012526,-0.0096814752724224,0.0165055174149024,2293.0,2299.0,5970.0,6432.0,142.0,0.4946826758147513,-0.0349914236706689,https://static.marvelsnap.pro/cards/JeanGrey.webp
97,jeffthebabylandshark,JeffTheBabyLandShark,Jeff the Baby Land Shark,You can move this once. Nothing can stop you from moving or playing this to any location.,,2,3,,Pool 5 (Series 5),1148,[],#74a6ff,#7490ff,#96ebff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1681786800}]",,,0.5370683359415753,0.2177986437141366,0.176365791655532,0.1677339361452797,0.1726170584085254,0.1668737081654383,0.2187342833193629,0.1722619603896337,25739.0,22186.0,74380.0,63942.0,2.0,0.5317378855815461,0.197288098968181,https://static.marvelsnap.pro/cards/JeffTheBabyLandShark.webp
98,jessicajones,JessicaJones,Jessica Jones,"On Reveal: If you don't play a card here next turn, +4 Power.","[""On Reveal"", ""Power On Card Play"", ""Increase Power""]",4,4,Defenders,Collection Level 1-14,425,[],#0008ff,#0a0a59,#ff50e8,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.4942897930049964,-0.0046395431834404,0.0094901364249936,0.0107130166554521,0.0107520144071887,0.0121249765120988,-0.0002724224643755,0.0100715287013407,1385.0,1417.0,4633.0,4646.0,179.0,0.4942922374429224,-0.0068493150684931,https://static.marvelsnap.pro/cards/JessicaJones.webp
99,jubilee,Jubilee,Jubilee,On Reveal: Add the top card of your deck to this location.,"[""On Reveal"", ""Play Deck""]",4,1,Classic X-Men,Pool 2 (Collection Level 222-486),553,[],#ffd000,#ff4994,#3342ff,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4990294851649875,0.1099916813014141,0.0369944018473218,0.040977099698342,0.0402138799153392,0.0421164164770236,0.0249371332774518,0.0388878904424715,5399.0,5420.0,17328.0,16138.0,76.0,0.5034233303190803,0.1281488179821728,https://static.marvelsnap.pro/cards/Jubilee.webp
100,juggernaut,Juggernaut,Juggernaut,"On Reveal: If your opponent played cards here this turn, move them randomly.","[""On Reveal"", ""Move""]",3,3,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),176,[],#ff2a00,#7d1919,#ff3d00,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932287954383464,0.0841054882394868,0.0142249265113984,0.016126227611912,0.0154422412832794,0.016441530784809,0.0074182732606873,0.0151288594946263,2076.0,2133.0,6654.0,6300.0,149.0,0.5036649214659686,0.169284467713787,https://static.marvelsnap.pro/cards/Juggernaut.webp
101,kang,Kang,Kang,"On Reveal: Look at what your opponent did, then restart the turn. (without Kang)","[""On Reveal"", ""Restart Turn""]",5,0,,Pool 5 (Series 5),75,[],#d021ff,#13f116,#240cff,Series5,"[{""Data"": ""Series5"", ""StartDate"": -62135596800}]",,,0.4467455621301775,-0.0976331360946745,0.0051733234663322,0.0070689277154888,0.0053284319186068,0.0064226360732404,-0.0034576697401508,0.0060745480033068,755.0,935.0,2296.0,2461.0,203.0,0.4033707865168539,-0.1662921348314607,https://static.marvelsnap.pro/cards/Kang.webp
102,kazar,KaZar,Ka-Zar,Ongoing: Your 1-Cost cards have +1 Power.,"[""Ongoing"", ""Increase Power""]",4,4,Savage Land,Collection Level 1-14,558,[],#ff958a,#ff9a2e,#ffaeb2,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5237712602115977,0.0942815052899424,0.0267985007640073,0.0268846063703513,0.0276980988451969,0.0293102908324112,0.0147527242246437,0.0268394378347291,3911.0,3556.0,11935.0,11231.0,102.0,0.5377532228360957,0.2038674033149171,https://static.marvelsnap.pro/cards/KaZar.webp
103,killmonger,Killmonger,Killmonger,On Reveal: Destroy ALL 1-Cost cards.,"[""On Reveal"", ""Destroy""]",3,3,Wakanda,Pool 2 (Collection Level 222-486),903,[],#ee4503,#4c0200,#ff8309,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5177600313556415,0.2139042673068443,0.0724128243605292,0.0744165299503284,0.0786848798782072,0.0770899012464246,0.0914920368818105,0.073365443370116,10568.0,9843.0,33905.0,29539.0,25.0,0.5345451744589078,0.3226526996842024,https://static.marvelsnap.pro/cards/Killmonger.webp
104,kingpin,Kingpin,Kingpin,"When a card moves here on turn 6, destroy it.","[""On Reveal"", ""Destroy"", ""Move""]",3,4,,Pool 3 (Collection Level 486-?),39,[],#ffffff,#ff49bf,#ffffff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4946043165467626,-0.0773381294964028,0.0018843231168759,0.0021244584898955,0.0020886710482343,0.0024610100841388,-0.0009010896898575,0.0019984903490169,275.0,281.0,900.0,943.0,229.0,0.487603305785124,-0.0881542699724518,https://static.marvelsnap.pro/cards/Kingpin.webp
105,kittypryde,KittyPryde,Kitty Pryde,"When this returns to your hand, +1 Power. Returns at the start of each turn.","[""Return To Hand""]",1,0,,Pool 5 (Series 5),982,[],#ffd707,#4951ff,#ffcb09,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1679972400}]",,Sept 15th OTA,0.523949295229494,0.1479211689191368,0.1113052534928498,0.1115832129977545,0.1131154617355464,0.1152342526671816,0.0961022632020117,0.1114374034003091,16244.0,14759.0,48741.0,44155.0,14.0,0.5229976784677888,0.1498476494486361,https://static.marvelsnap.pro/cards/KittyPryde.webp
106,klaw,Klaw,Klaw,Ongoing: The location to the right has +6 Power.,"[""Ongoing"", ""Power On Location Position""]",5,4,Cyborgs,Pool 1 (Collection Level 18-214),388,[],#ff223c,#7e49ff,#ffc568,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.501061917987257,0.0673092631922888,0.0210153418162134,0.023089310420431,0.0222861200846608,0.0239863665782825,0.0086336965632858,0.0220013658746989,3067.0,3054.0,9603.0,9191.0,119.0,0.5117211597779149,0.1388032078963602,https://static.marvelsnap.pro/cards/Klaw.webp
107,knull,Knull,Knull,Ongoing: Has the combined Power of all cards destroyed this game.,[],6,0,,Pool 4 (Series 4),338,[],#ff1614,#512221,#ff0e09,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.5004786979415988,0.1290090952608903,0.0429831233169568,0.047335354467033,0.0459925364821209,0.0475003653673507,0.0338851634534786,0.045052298623342,6273.0,6261.0,19818.0,18201.0,59.0,0.5611881188118812,0.519009900990099,https://static.marvelsnap.pro/cards/Knull.webp
108,korg,Korg,Korg,On Reveal: Shuffle a Rock into your opponent's deck.,"[""On Reveal"", ""Add Card to Deck"", ""Add Card""]",1,2,The Misfits,Pool 1 (Collection Level 18-214),411,"[""Rock""]",#ffab3f,#9b8873,#ffbc50,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5119902245303193,0.0936306705361234,0.022968185773703,0.0241553198406278,0.0231239092495637,0.0244039292648808,0.012845766974015,0.0235325833003846,3352.0,3195.0,9964.0,9351.0,113.0,0.5140895953757225,0.1148843930635838,https://static.marvelsnap.pro/cards/Korg.webp
109,kraven,Kraven,Kraven,"When a card moves here, this gains +2 Power.","[""Move"", ""Power On Move"", ""Increase Power""]",2,2,Sinister Six,Pool 1 (Collection Level 18-214),424,[],#ff5922,#86ff49,#ff9a24,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5375362191588374,0.1857055053121433,0.0419484586236903,0.0398203660721711,0.0424093052615944,0.0421712215796396,0.0443210393964794,0.0409367024909241,6122.0,5267.0,18274.0,16159.0,70.0,0.5382585751978892,0.2179419525065963,https://static.marvelsnap.pro/cards/Kraven.webp
110,ladydeathstrike,LadyDeathstrike,Lady Deathstrike,On Reveal: Destroy each card here with less Power than this.,"[""On Reveal"", ""Destroy""]",5,4,,Pool 5 (Series 5),26,[],#ff9a22,#ff4958,#ff3150,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1692068400}]",,August 31st OTA,0.44296875,-0.96796875,0.0038851316627952,0.0053905299049663,0.0041030782369759,0.0078475687412572,-0.0259639564124057,0.0046008410912619,567.0,713.0,1768.0,3007.0,212.0,0.4423791821561338,-0.6858736059479554,https://static.marvelsnap.pro/cards/LadyDeathstrike.webp
111,ladysif,LadySif,Lady Sif,On Reveal: Discard the highest-cost card from your hand.,"[""On Reveal"", ""Discard""]",3,5,Asgardians,Pool 1 (Collection Level 18-214),485,[],#ff0002,#d09e9e,#ff494b,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,Sept 15th OTA,0.5225910557860766,0.1488012909174735,0.0310673491342391,0.0313149717620908,0.0317129887490252,0.032293254274798,0.0270536462699077,0.0311850760217102,4534.0,4142.0,13665.0,12374.0,95.0,0.5493577335914129,0.2986098891430582,https://static.marvelsnap.pro/cards/LadySif.webp
112,leader,Leader,Leader,"On Reveal: Copy the enemy card(s) with the highest Power played this turn, but on your side.","[""On Reveal"", ""Duplicate Card""]",6,2,Irradiated,Pool 3 (Collection Level 486-?),159,[],#52ff77,#ff650d,#09ff42,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4994900560938297,0.0639979602243753,0.0134232326762184,0.0148409680272777,0.0138850209795403,0.014959183247385,0.0052598491198658,0.0140972646561949,1959.0,1963.0,5983.0,5732.0,154.0,0.4470667565745111,-0.3243425488873904,https://static.marvelsnap.pro/cards/Leader.webp
113,leech,Leech,Leech,"At the start of turn 6, remove all abilities from cards in your opponent's hand.","[""On Reveal"", ""Disable Ability""]",5,3,X-Factor,Pool 2 (Collection Level 222-486),180,[],#b4ff5a,#ffcb49,#98ff09,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.4995319228608875,0.0385695562628721,0.0182813602757278,0.0202088168807505,0.019104377854517,0.0209459882664885,0.0043168482816429,0.0191977283347111,2668.0,2673.0,8232.0,8026.0,131.0,0.5018684603886397,0.0915545590433482,https://static.marvelsnap.pro/cards/Leech.webp
114,legion,Legion,Legion,On Reveal: Replace each other location with this one.,"[""On Reveal"", ""Change Location""]",5,7,,Pool 4 (Series 4),246,[],#5050ff,#205f83,#1995ff,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1690254000}]",,August 31st OTA,0.4935191761363637,-0.0498046875,0.0380907352971406,0.043131799590229,0.0368441572908544,0.0428967367476042,-0.0117560771165129,0.0404874016031055,5559.0,5705.0,15876.0,16437.0,74.0,0.4886692381870781,-0.0696721311475409,https://static.marvelsnap.pro/cards/Legion.webp
115,livingtribunal,LivingTribunal,The Living Tribunal,Ongoing: Split your total Power evenly among all locations.,"[""Increase Power"", ""Decrease Power""]",6,9,,Pool 5 (Series 5),65,[],#ffe561,#6649ff,#5a0aff,Series5,"[{""Data"": ""Series5"", ""StartDate"": 1685415600}]",,July 20th OTA,0.4982892690513219,0.2827371695178849,0.0109770386663103,0.0121948453530305,0.0133512494894359,0.0126417103367643,0.0190486169321039,0.0115560188346932,1602.0,1613.0,5753.0,4844.0,172.0,0.6413525498891353,1.1934589800443458,https://static.marvelsnap.pro/cards/LivingTribunal.webp
116,lizard,Lizard,Lizard,Ongoing: -4 Power if your opponent has 4 cards here.,"[""Ongoing"", ""Power On Card Count""]",2,5,Spider-Villains,Pool 1 (Collection Level 18-214),622,[],#8aff8d,#7d16ff,#ffffff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5448314606741573,0.2678089887640449,0.0664515112271397,0.0612539597335732,0.0677588095503323,0.0637566027099818,0.0998952221290863,0.0639804464253621,9698.0,8102.0,29197.0,24430.0,36.0,0.5363387562718565,0.220465257716284,https://static.marvelsnap.pro/cards/Lizard.webp
117,lockjaw,Lockjaw,Lockjaw,"After you play a card here, swap it with a card in your deck. (once per turn)","[""Return To Deck"", ""Play Deck""]",3,2,Inhumans,Pool 3 (Collection Level 486-?),257,[],#ff7857,#4995ff,#0c65ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5229440345510168,0.150260932157639,0.0199121562823332,0.0200424891697979,0.0201278266681519,0.0204553521097354,0.0174979044425817,0.0199741202688616,2906.0,2651.0,8673.0,7838.0,128.0,0.5284178187403994,0.1869651086240948,https://static.marvelsnap.pro/cards/Lockjaw.webp
118,lukecage,LukeCage,Luke Cage,Ongoing: Your cards can't have their Power reduced.,"[""Ongoing""]",2,2,,Pool 3 (Collection Level 486-?),707,[],#ffbe22,#4c2d0b,#ffa008,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5190792084821682,0.1384022226002154,0.0627308295818173,0.0641268929227559,0.063075544911069,0.0645604108816836,0.0511525565800502,0.0633945580676467,9155.0,8482.0,27179.0,24738.0,38.0,0.5202844311377246,0.1684131736526946,https://static.marvelsnap.pro/cards/LukeCage.webp
119,magik,Magik,Magik,On Reveal: Replace this location with 'Limbo'. Doesn't work after turn 5.,"[""On Reveal"", ""Change Location""]",3,2,Shadows &amp; Light,Pool 3 (Collection Level 486-?),713,[],#6a19ff,#28b9ff,#ff2609,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,18.17.3,0.4956636005256242,0.1327201051248357,0.0646151526986933,0.0725415630268619,0.0749229512457762,0.0776640499404973,0.0529128248113998,0.0683835951259839,9430.0,9595.0,32284.0,29759.0,31.0,0.4967349841598242,0.1535527251567854,https://static.marvelsnap.pro/cards/Magik.webp
120,magneto,Magneto,Magneto,On Reveal: Move all opposing 3 and 4-Cost cards to this location.,"[""On Reveal"", ""Move""]",6,12,Brotherhood of Mutants,Pool 3 (Collection Level 486-?),289,[],#ff222d,#9a49ff,#ff339c,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5121770305352948,0.1677586846334528,0.0283881842662445,0.0298331430645124,0.0303066169098808,0.030539490991085,0.0284367141659681,0.0290751590525142,4143.0,3946.0,13059.0,11702.0,97.0,0.577079107505071,0.5220588235294118,https://static.marvelsnap.pro/cards/Magneto.webp
121,mantis,Mantis,Mantis,"On Reveal: If your opponent played a card here this turn, draw a card from their deck.","[""On Reveal"", ""Card Draw""]",1,2,Guardians Vol. 2,Pool 1 (Collection Level 18-214),238,[],#8cff95,#49ffad,#09e1ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.4823906083244397,-0.1736036997509783,0.009291425987214,0.0110003099743704,0.0099119044966766,0.0124198801595089,-0.0102263202011735,0.0101038783652636,1356.0,1455.0,4271.0,4759.0,178.0,0.4669067987393066,-0.2471859522737505,https://static.marvelsnap.pro/cards/Mantis.webp
122,mariahill,MariaHill,Maria Hill,On Reveal: Add a random 1 or 2-Cost card to your hand.,"[""On Reveal"", ""Add Card to Hand"", ""Add Card""]",2,3,,Pool 3 (Collection Level 486-?),115,[],#0c11ab,#17129d,#50cdff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5027417027417027,-0.0291486291486291,0.0119363304349017,0.0130264839077939,0.0118659722995804,0.0136073240495229,-0.0021165129924559,0.0124546206103303,1742.0,1723.0,5113.0,5214.0,168.0,0.4829842931937173,-0.1535776614310645,https://static.marvelsnap.pro/cards/MariaHill.webp
123,mastermold,MasterMold,Master Mold,On Reveal: Add 2 Sentinel to your opponent's hand.,,2,2,,Pool 4 (Series 4),58,"[""Sentinel""]",#ff224f,#9849ff,#ffa009,Series4,"[{""Data"": ""Series5"", ""StartDate"": 1678762800}, {""Data"": ""Series4"", ""StartDate"": 1684206000}]",,,0.4811320754716981,-0.3005390835579515,0.0024461940099081,0.0029107349416718,0.0022720099513571,0.0031369396830699,-0.0046730930427493,0.0026670500700909,357.0,385.0,979.0,1202.0,223.0,0.4706896551724138,-0.3965517241379311,https://static.marvelsnap.pro/cards/MasterMold.webp
124,maximus,Maximus,Maximus,On Reveal: Your opponent draws 2 cards.,"[""On Reveal"", ""Card Draw""]",3,7,Inhumans,Pool 3 (Collection Level 486-?),116,[],#10655a,#b8ffc3,#fface2,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.5499367888748421,0.1070375052675937,0.0089419697000842,0.0080744543317028,0.0078510823957521,0.0081659602897885,0.005322715842414,0.0085295280543474,1305.0,1068.0,3383.0,3129.0,187.0,0.5343709468223087,0.1549935149156939,https://static.marvelsnap.pro/cards/Maximus.webp
125,mbaku,MBaku,M'Baku,"If this is in your deck at the end of the game, it jumps to a random location.","[""Move""]",1,2,,Pool 3 (Collection Level 486-?),58,[],#bffaff,#fff7ef,#68ffec,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4548192771084337,-0.2243975903614457,0.0020693293865329,0.0027368468802213,0.0022302365303924,0.0028968411382758,-0.0031223805532271,0.0023866863160921,302.0,362.0,961.0,1110.0,227.0,0.4555765595463138,-0.2476370510396975,https://static.marvelsnap.pro/cards/MBaku.webp
126,medusa,Medusa,Medusa,"On Reveal: If this is at the middle location, +3 Power.","[""On Reveal"", ""Power On Location Position"", ""Increase Power""]",2,2,Inhumans,Starter Card,554,[],#ff0015,#d564ff,#ff00c5,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5116435288849082,0.0602328705776981,0.0156570120802242,0.0164891244358088,0.0160433143960491,0.0173392905609954,0.005637049455155,0.0160526221199813,2285.0,2181.0,6913.0,6644.0,144.0,0.519790454016298,0.1068102444703143,https://static.marvelsnap.pro/cards/Medusa.webp
127,milesmorales,MilesMorales,Miles Morales,"If a card moved last turn, this costs 1.","[""On Reveal"", ""Play Hand""]",4,5,,Pool 3 (Collection Level 486-?),354,[],#bd060b,#ffffff,#ff0e09,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4782466202376076,0.0233510856206472,0.0399956146662007,0.0481443119703029,0.0383433589543648,0.0423747833893563,0.0059723386420787,0.0438697386866036,5837.0,6368.0,16522.0,16237.0,64.0,0.5105058365758754,0.1568093385214007,https://static.marvelsnap.pro/cards/MilesMorales.webp
128,mirage,Mirage,Mirage,On Reveal: Copy the lowest-Cost card in your opponent's hand into your hand. Give it +2 Power.,[],2,2,,Pool 4 (Series 4),129,[],#ffcf55,#6261ff,#410aff,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1690858800}]",,,0.4927288280581694,-0.2429426860564585,0.0197340020967377,0.0224164392261225,0.0191322268018268,0.0252207862705388,-0.0297569153394803,0.0210093095143956,2880.0,2965.0,8244.0,9664.0,122.0,0.4816753926701571,-0.2603522132317944,https://static.marvelsnap.pro/cards/Mirage.webp
129,mistyknight,MistyKnight,Misty Knight,We've got to save this city.,[],1,2,Mercenaries,Starter Card,699,[],#ff1616,#ffa400,#ff990d,Starter,"[{""Data"": ""Starter"", ""StartDate"": -62135596800}]",,,0.5673587158397453,0.3773215707084107,0.1172186020378098,0.0986247722444412,0.1172997660688426,0.1022167359124788,0.2384115674769489,0.1083785629560404,17107.0,13045.0,50544.0,39167.0,16.0,0.5676235684147076,0.3890144665461121,https://static.marvelsnap.pro/cards/MistyKnight.webp
130,mobiusmmobius,MobiusMMobius,Mobius M. Mobius,Ongoing: Your Costs can't be increased. Your opponent's Costs can't be reduced.,,2,3,,Pool 4 (Series 4),1208,[],#ff9352,#ffd5ba,#ff5600,Series4,"[{""Data"": ""Series4"", ""StartDate"": 1695697200}]",,17.17.0,0.5365522821379277,0.1816191518728285,0.1544939393316477,0.1472378259456108,0.1490939809141881,0.1477441175856525,0.1599329421626152,0.1510441752632903,22547.0,19475.0,64244.0,56612.0,5.0,0.5399509950397419,0.2204625590151198,https://static.marvelsnap.pro/cards/MobiusMMobius.webp
131,modok,Modok,MODOK,On Reveal: Discard your hand.,"[""On Reveal"", ""Discard""]",5,8,,Pool 4 (Series 4),185,[],#ffff22,#b849ff,#ff0a37,Series4,"[{""Data"": ""Series4"", ""StartDate"": -62135596800}]",,,0.5426002568859711,0.4013129727415441,0.0260516236013183,0.0242309233456063,0.0282063421336006,0.0243804413637597,0.058927074601844,0.0251860105675568,3802.0,3205.0,12154.0,9342.0,109.0,0.618740262630759,0.8637881148453149,https://static.marvelsnap.pro/cards/Modok.webp
132,mojo,Mojo,Mojo,"Ongoing: If both players have 4 cards at this location, +6 Power.","[""Ongoing"", ""Power On Card Count"", ""Increase Power""]",2,2,Cyborgs,Pool 3 (Collection Level 486-?),137,[],#ff7422,#d4bea7,#ffb63f,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4932324840764331,-0.0199044585987261,0.008489732152034,0.0096243261837618,0.0082247224388251,0.0093795018477148,-0.0010477787091366,0.0090291506416016,1239.0,1273.0,3544.0,3594.0,183.0,0.4860515021459227,-0.0697424892703862,https://static.marvelsnap.pro/cards/Mojo.webp
133,moongirl,MoonGirl,Moon Girl,On Reveal: Duplicate your hand.,"[""On Reveal"", ""Duplicate Card""]",4,4,Inhumans,Pool 1 (Collection Level 18-214),603,[],#2286ff,#ffa649,#ff2c5d,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5037544351844212,0.0368842313722254,0.0418319731946471,0.0454679478940643,0.0442728639857413,0.0486199553207925,0.0093671416596814,0.0435606196757844,6105.0,6014.0,19077.0,18630.0,65.0,0.5181674565560821,0.1475118483412322,https://static.marvelsnap.pro/cards/MoonGirl.webp
134,moonknight,MoonKnight,Moon Knight,On Reveal: Discard a card from each player's hand.,"[""On Reveal"", ""Discard""]",3,3,Shadows &amp; Light,Pool 3 (Collection Level 486-?),81,[],#ffffff,#ffffff,#72ceff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.492925604746691,-0.0082154267457781,0.0074002507862766,0.0083995494031103,0.0073892540195313,0.0083564732655489,-0.0003772003352891,0.0078753459616836,1080.0,1111.0,3184.0,3202.0,190.0,0.4786501377410468,-0.0544077134986225,https://static.marvelsnap.pro/cards/MoonKnight.webp
135,morbius,Morbius,Morbius,Ongoing: +2 Power for each time you discarded a card this game.,"[""Ongoing"", ""Power On Discard"", ""Discard""]",2,0,Vampires,Pool 2 (Collection Level 222-486),331,[],#00038b,#d4030d,#ff0912,Series2,"[{""Data"": ""Series2"", ""StartDate"": -62135596800}]",,,0.5177412674306227,0.1076901836255695,0.0256953152301272,0.0264083042889868,0.0252195425346255,0.0263247176232331,0.0163453478625314,0.0260342906437583,3750.0,3493.0,10867.0,10087.0,105.0,0.5334648906429863,0.2050649564216412,https://static.marvelsnap.pro/cards/Morbius.webp
136,morph,Morph,Morph,On Reveal: Become a copy of a random card in your opponent's hand.,"[""On Reveal"", ""Duplicate Card""]",3,0,Mutants,Pool 1 (Collection Level 18-214),243,[],#fffefe,#ff9549,#386fff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5047876258286276,-0.0660446845077338,0.014087884830171,0.0152492269541615,0.0134812112435483,0.0158621625571538,-0.005637049455155,0.0146400201286797,2056.0,2017.0,5809.0,6078.0,153.0,0.4700948212983224,-0.1794310722100656,https://static.marvelsnap.pro/cards/Morph.webp
137,mrfantastic,MrFantastic,Mister Fantastic,Ongoing: Adjacent locations have +2 Power.,"[""Ongoing"", ""Power On Location Position"", ""Increase Power""]",3,2,Fantastic Four,Collection Level 1-14,628,"[""Mirage""]",#466eff,#060555,#ffffff,Series0,"[{""Data"": ""Series0"", ""StartDate"": -62135596800}]",,,0.5077611154959222,0.1015522230991844,0.0264490444768776,0.0282908315629512,0.0277630797222531,0.0292059001607616,0.0161777032690695,0.0273246827935732,3860.0,3742.0,11963.0,11191.0,101.0,0.5180060652009097,0.1696360879454131,https://static.marvelsnap.pro/cards/MrFantastic.webp
138,mrnegative,MrNegative,Mister Negative,On Reveal: Swap the Power and Cost of all cards in your deck.,"[""On Reveal"", ""Increase Power"", ""Decrease Power"", ""Increase Cost"", ""Decrease Cost""]",4,-1,,Pool 3 (Collection Level 486-?),183,[],#2e2828,#fffefe,#cdc4ff,Series3,"[{""Data"": ""Series3"", ""StartDate"": -62135596800}]",,,0.4640522875816994,0.0797385620915032,0.0121624492089268,0.0154987185205906,0.0145278675132746,0.0155411612418314,0.0063914501257334,0.0137486071672477,1775.0,2050.0,6260.0,5955.0,156.0,0.4957064793130367,0.2810304449648712,https://static.marvelsnap.pro/cards/MrNegative.webp
139,mrsinister,MrSinister,Mister Sinister,On Reveal: Add a Sinister Clone to this location with the same Power.,"[""On Reveal"", ""Add Card At Location"", ""Add Card""]",2,2,X-Men Supervillains,Pool 1 (Collection Level 18-214),350,"[""SinisterClone""]",#5f62ff,#ff0000,#1512ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5536861425512389,0.2995819312735801,0.0372068164532242,0.0330916541290854,0.0372015521146634,0.0341670668309079,0.0615674769488684,0.0352503504546925,5430.0,4377.0,16030.0,13092.0,84.0,0.5452289023717595,0.2647545504688361,https://static.marvelsnap.pro/cards/MrSinister.webp
140,multipleman,MultipleMan,Multiple Man,"When this moves, add a copy to the old location.","[""Move"", ""Duplicate Card""]",2,3,X-Factor,Pool 1 (Collection Level 18-214),234,[],#28ff22,#ffe92e,#0a10ff,Series1,"[{""Data"": ""Series1"", ""StartDate"": -62135596800}]",,,0.5391280801516383,0.2954237747089087,0.0136424993661822,0.0128677165473391,0.0143700568118525,0.0133124204021128,0.0228625314333612,0.0132741454297113,1991.0,1702.0,6192.0,5101.0,160.0,0.5516454871293581,0.3554903877484522,https://static.marvelsnap.pro/cards/MultipleMan.webp
